bar,tempo,meter,beat,clickdb,action 0,action 1,action 2,action 3,comments,,
372,,,3.4,,h,,,,,,
372,,,3.6,,,h,,,,,
372,,,3.8,,,,h,,,,
372,,,4,,,,,h,,,
372,,,4.33,,h,,,,,,
372,,,4.66,,,h,,,,,
373,,6,1,,,,h,,G,,
373,,,1.5,,,,,h,,,
373,,,2,,h,,,,,,
373,,,3,,,h,,,,,
373,,,4,,h,,,,,,
373,,,5,,,h,,,,,
373,,,6,,h,,,,,,
374,,2,1,,,h,,,,,
374,,,1.5,,,,h,,,,
374,,,2,,,,,h,,,
374,,,2.33,,h,,,,,,
374,,,2.66,,,h,,,,75.00%,100.00%
375,159,1,1,,,,h,,,159,212
375,,,1.25,,,,,h,,,
375,,,1.5,,h,,,,,,
375,,,1.75,,,h,,,,,
376,84,,1,,,,h,,,84,112
376,,,1.2,,,,,h,,,
376,,,1.4,,h,,,,,,
376,,,1.6,,,h,,,,,
376,,,1.8,,,,h,,,,
377,162,,1,,,,,h,,162,216
377,,,1.25,,h,,,,,,
377,,,1.5,,,h,,,,,
377,,,1.75,,,,h,,,,
378,84,,1,,,,,h,,84,112
378,,,1.2,,h,,,,,,
378,,,1.4,,,h,,,,,
378,,,1.6,,,,h,,,,
378,,,1.8,,,,,h,,,
379,165,,1,,h,,,,,165,220
379,,,1.25,,,h,,,,,
379,,,1.5,,,,h,,,,
379,,,1.75,,,,,h,,,
380,84,,1,,h,,,,,84,112
380,,,1.2,,,h,,,,,
380,,,1.4,,,,h,,,,
380,,,1.6,,,,,h,,,
380,,,1.8,,h,,,,,,
381,168,,1,,,h,,,,168,224
381,,,1.25,,,,h,,,,
381,,,1.5,,,,,h,,,
381,,,1.75,,h,,,,,,
382,84,,1,,,h,,,,84,112
382,,,1.2,,,,h,,,,
382,,,1.4,,,,,h,,,
382,,,1.6,,h,,,,,,
382,,,1.8,,,h,,,,,
383,171,,1,,,,h,,,171,228
383,,,1.25,,,,,h,,,
383,,,1.5,,h,,,,,,
383,,,1.75,,,h,,,,,
384,84,,1,,,,h,,,84,112
384,,,1.2,,,,,h,,,
384,,,1.4,,h,,,,,,
384,,,1.6,,,h,,,,,
384,,,1.8,,,,h,,,,
385,174,,1,,,,,h,,174,232
385,,,1.25,,h,,,,,,
385,,,1.5,,,h,,,,,
385,,,1.75,,,,h,,,,
386,84,,1,,,,,h,,84,112
386,,,1.2,,h,,,,,,
386,,,1.4,,,h,,,,,
386,,,1.6,,,,h,,,,
386,,,1.8,,,,,h,,,
387,177,,1,,h,,,,,177,236
387,,,1.25,,,h,,,,,
387,,,1.5,,,,h,,,,
387,,,1.75,,,,,h,,,
388,84,,1,,h,,,,,84,112
388,,,1.2,,,h,,,,,
388,,,1.4,,,,h,,,,
388,,,1.6,,,,,h,,,
388,,,1.8,,h,,,,,,
389,180,,1,,,h,,,,180,240
389,,,1.25,,,,h,,,,
389,,,1.5,,,,,h,,,
389,,,1.75,,h,,,,,,
390,84,,1,,,h,,,,84,112
390,,,1.2,,,,h,,,,
390,,,1.4,,,,,h,,,
390,,,1.6,,h,,,,,,
390,,,1.8,,,h,,,,,
391,183,,1,,,,h,,,183,244
391,,,1.25,,,,,h,,,
391,,,1.5,,h,,,,,,
391,,,1.75,,,h,,,,,
392,84,,1,,,,h,,,84,112
392,,,1.2,,,,,h,,,
392,,,1.4,,h,,,,,,
392,,,1.6,,,h,,,,,
392,,,1.8,,,,h,,,,
393,186,,1,,,,,h,,186,248
393,,,1.25,,h,,,,,,
393,,,1.5,,,h,,,,,
393,,,1.75,,,,h,,,,
394,84,,1,,,,,h,,84,112
394,,,1.2,,h,,,,,,
394,,,1.4,,,h,,,,,
394,,,1.6,,,,h,,,,
394,,,1.8,,,,,h,,,
395,,28,1,12,h,,,,7X,,
395,,,1.2,,,h,,,,,
395,,,1.4,,,,h,,,,
395,,,1.6,,,,,h,,,
395,,,1.8,,h,,,,,,
395,,,2,,,h,,,,,
395,,,2.2,,,,h,,,,
395,,,2.4,,,,,h,,,
395,,,2.6,,h,,,,,,
395,,,2.8,,,h,,,,,
395,,,3,,,,h,,,,
395,,,3.2,,,,,h,,,
395,,,3.4,,h,,,,,,
395,,,3.6,,,h,,,,,
395,,,3.8,,,,h,,,,
395,,,4,,,,,h,,,
395,,,4.2,,h,,,,,,
395,,,4.4,,,h,,,,,
395,,,4.6,,,,h,,,,
395,,,4.8,,,,,h,,,
395,,,5,,h,,,,,,
395,,,5.2,,,h,,,,,
395,,,5.4,,,,h,,,,
395,,,5.6,,,,,h,,,
395,,,5.8,,h,,,,,,
395,,,6,,,h,,,,,
395,,,6.2,,,,h,,,,
395,,,6.4,,,,,h,,,
395,,,6.6,,h,,,,,,
395,,,6.8,,,h,,,,,
395,,,7,,,,h,,,,
395,,,7.2,,,,,h,,,
395,,,7.4,,h,,,,,,
395,,,7.6,,,h,,,,,
395,,,7.8,,,,h,,,,
395,,,8,,,,,h,,,
395,,,8.2,,h,,,,,,
395,,,8.4,,,h,,,,,
395,,,8.6,,,,h,,,,
395,,,8.8,,,,,h,,,
395,,,9,,h,,,,,,
395,,,9.2,,,h,,,,,
395,,,9.4,,,,h,,,,
395,,,9.6,,,,,h,,,
395,,,9.8,,h,,,,,,
395,,,10,,,h,,,,,
395,,,10.2,,,,h,,,,
395,,,10.4,,,,,h,,,
395,,,10.6,,h,,,,,,
395,,,10.8,,,h,,,,,
395,,,11,,,,h,,,,
395,,,11.2,,,,,h,,,
395,,,11.4,,h,,,,,,
395,,,11.6,,,h,,,,,
395,,,11.8,,,,h,,,,
395,,,12,,,,,h,,,
395,,,12.2,,h,,,,,,
395,,,12.4,,,h,,,,,
395,,,12.6,,,,h,,,,
395,,,12.8,,,,,h,,,
395,,,13,,h,,,,,,
395,,,13.2,,,h,,,,,
395,,,13.4,,,,h,,,,
395,,,13.6,,,,,h,,,
395,,,13.8,,h,,,,,,
395,,,14,,,h,,,,,
395,,,14.2,,,,h,,,,
395,,,14.4,,,,,h,,,
395,,,14.6,,h,,,,,,
395,,,14.8,,,h,,,,,
395,,,15,,,,h,,,,
395,,,15.2,,,,,h,,,
395,,,15.4,,h,,,,,,
395,,,15.6,,,h,,,,,
395,,,15.8,,,,h,,,,
395,,,16,,,,,h,,,
395,,,16.2,,h,,,,,,
395,,,16.4,,,h,,,,,
395,,,16.6,,,,h,,,,
395,,,16.8,,,,,h,,,
395,,,17,,h,,,,,,
395,,,17.2,,,h,,,,,
395,,,17.4,,,,h,,,,
395,,,17.6,,,,,h,,,
395,,,17.8,,h,,,,,,
395,,,18,,,h,,,,,
395,,,18.2,,,,h,,,,
395,,,18.4,,,,,h,,,
395,,,18.6,,h,,,,,,
395,,,18.8,,,h,,,,,
395,,,19,,,,h,,,,
395,,,19.2,,,,,h,,,
395,,,19.4,,h,,,,,,
395,,,19.6,,,h,,,,,
395,,,19.8,,,,h,,,,
395,,,20,,,,,h,,,
395,,,20.2,,h,,,,,,
395,,,20.4,,,h,,,,,
395,,,20.6,,,,h,,,,
395,,,20.8,,,,,h,,,
395,,,21,,h,,,,,,
395,,,21.2,,,h,,,,,
395,,,21.4,,,,h,,,,
395,,,21.6,,,,,h,,,
395,,,21.8,,h,,,,,,
395,,,22,,,h,,,,,
395,,,22.2,,,,h,,,,
395,,,22.4,,,,,h,,,
395,,,22.6,,h,,,,,,
395,,,22.8,,,h,,,,,
395,,,23,,,,h,,,,
395,,,23.2,,,,,h,,,
395,,,23.4,,h,,,,,,
395,,,23.6,,,h,,,,,
395,,,23.8,,,,h,,,,
395,,,24,,,,,h,,,
395,,,24.2,,h,,,,,,
395,,,24.4,,,h,,,,,
395,,,24.6,,,,h,,,,
395,,,24.8,,,,,h,,,
395,,,25,,h,,,,,,
395,,,25.2,,,h,,,,,
395,,,25.4,,,,h,,,,
395,,,25.6,,,,,h,,,
395,,,25.8,,h,,,,,,
395,,,26,,,h,,,,,
395,,,26.2,,,,h,,,,
395,,,26.4,,,,,h,,,
395,,,26.6,,h,,,,,,
395,,,26.8,,,h,,,,,
395,,,27,,,,h,,,,
395,,,27.2,,,,,h,,,
395,,,27.4,,h,,,,,,
395,,,27.6,,,h,,,,,
395,,,27.8,,,,h,,,,
395,,,28,,,,,h,,,
395,,,28.2,,h,,,,,,
395,,,28.4,,,h,,,,,
395,,,28.6,,,,h,,,,
395,,,28.8,,,,,h,,,
396,,4,1,12,h,,,,H,,
396,,,1.2,,,h,,,,,
396,,,1.4,,,,h,,,,
396,,,1.6,,,,,T 1 l 72 1.4,,,
396,,,1.8,,h,,,,,,
396,,,2,,,h,,,,,
396,,,2.2,,,,h,,,,
396,,,2.6,,h,,,,,,
396,,,2.8,,,h,,,,,
396,,,3,,,,h,T 1 r 72 1,,,
396,,,3.4,,h,,,,,,
396,,,3.6,,,h,,,,,
396,,,3.8,,,,h,,,,
396,,,4,,,,,T 1 l 72 1,,,
396,,,4.2,,h,,,,,,
396,,,4.4,,,h,,,,,
396,,,4.6,,,,h,,,,
397,,,1,0,h,,,T 1 r 72 1.33,,,
397,,,1.2,,,h,,,,,
397,,,1.4,,,,h,,,,
397,,,1.8,,h,,,,,,
397,,,2,,,h,,,,,
397,,,2.2,,,,h,,,,
397,,,2.33,,,,,T 1 l 72 1.33,,,
397,,,2.6,,h,,,,,,
397,,,2.8,,,h,,,,,
397,,,3,,,,h,,,,
397,,,3.4,,h,,,,,,
397,,,3.6,,,h,,,,,
397,,,3.66,,,,,T 1 r 72 1.33,,,
397,,,3.8,,,,h,,,,
397,,,4.2,,h,,,,,,
397,,,4.4,,,h,,,,,
397,,,4.6,,,,h,,,,
398,,,1,,h,,,T 1 l 72 1.5,,,
398,,,1.2,,,h,,,,,
398,,,1.4,,,,h,,,,
398,,,1.8,,h,,,,,,
398,,,2,,,h,,,,,
398,,,2.2,,,,h,,,,
398,,,2.5,,,,,T 1 r 72 1.5,,,
398,,,2.6,,h,,,,,,
398,,,2.8,,,h,,,,,
398,,,3,,,,h,,,,
398,,,3.4,,h,,,,,,
398,,,3.6,,,h,,,,,
398,,,3.8,,,,h,,,,
398,,,4,,,,,T 1 l 72 2,,,
398,,,4.2,,h,,,,,,
398,,,4.4,,,h,,,,,
398,,,4.6,,,,h,,,,
399,,,1,,h,,,,,,
399,,,1.2,,,h,,,,,
399,,,1.4,,,,h,,,,
399,,,1.8,,h,,,,,,
399,,,2,,,h,,T 1 r 72 2.5,,,
399,,,2.2,,,,h,,,,
399,,,2.6,,h,,,,,,
399,,,2.8,,,h,,,,,
399,,,3,,,,h,,,,
399,,,3.4,,h,,,,,,
399,,,3.6,,,h,,,,,
399,,,3.8,,,,h,,,,
399,,,4.2,,h,,,,,,
399,,,4.4,,,h,,,,,
399,,,4.5,,,,,T 1 l 72 2,,,
399,,,4.6,,,,h,,,,
400,,,1,,h,,,,,,
400,,,1.2,,,h,,,,,
400,,,1.4,,,,T 1 l 72 1.6,,,,
400,,,1.8,,h,,,,,,
400,,,2,,,h,,,,,
400,,,2.5,,,,,T 1 r 72 2.5,,,
400,,,2.6,,h,,,,,,
400,,,2.8,,,h,,,,,
400,,,3,,,,T 1 r 72 1.33,,,,
400,,,3.4,,h,,,,,,
400,,,3.6,,,h,,,,,
400,,,4.2,,h,,,,,,
400,,,4.33,,,,T 1 l 72 1.33,,,,
400,,,4.4,,,h,,,,,
401,,,1,,h,,,T 1 l 72 2.66,,,
401,,,1.2,,,h,,,,,
401,,,1.66,,,,T 1 r 72 1.33,,,,
401,,,1.8,,h,,,,,,
401,,,2,,,h,,,,,
401,,,2.6,,h,,,,,,
401,,,2.8,,,h,,,,,
401,,,3,,,,T 1 l 72 1.5,,,,
401,,,3.4,,h,,,,,,
401,,,3.6,,,h,,,,,
401,,,3.66,,,,,T 1 r 72 2.66,,,
401,,,4.2,,h,,,,,,
401,,,4.4,,,h,,,,,
401,,,4.5,,,,T 1 r 72 1.5,,,,
402,,,1,,h,,,,,,
402,,,1.2,,,h,,,,,
402,,,1.8,,h,,,,,,
402,,,2,,,h,T 1 l 72 2,,,,
402,,,2.33,,,,,T 1 l 72 3.15,,,
402,,,2.6,,h,,,,,,
402,,,2.8,,,h,,,,,
402,,,3,,,,,,,,
402,,,3.4,,h,,,,,,
402,,,3.6,,,h,,,,,
402,,,3.66,,,,,,,,
402,,,4,,,,T 1 r 72 2.5,,,,
402,,,4.2,,h,,,,,,
402,,,4.4,,,h,,,,,
403,,,1,,h,,,,,,
403,,,1.2,,,h,,,,,
403,,,1.5,,,,,T 1 r 72 4,,,
403,,,1.8,,h,,,,,,
403,,,2,,,h,,,,,
403,,,2.5,,,,T 1 l 72 2.5,,,,
403,,,2.6,,h,,,,,,
403,,,2.8,,,h,,,,,
403,,,3.4,,h,,,,,,
403,,,3.6,,,T 1 l 72 0.8,,,,,
403,,,4.2,,h,,,,,,
403,,,4.4,,,T 1 r 72 0.8,,,,,
404,,,1,,h,,T 1 r 72 2.66,,,,
404,,,1.2,,,T 1 l 72 0.8,,,,,
404,,,1.5,,,,,T 1 l 72 3.5,,,
404,,,1.8,,h,,,,,,
404,,,2,,,T 1 r 72 1,,,,,
404,,,2.6,,h,,,,,,
404,,,3,,,T 1 l 72 1,,,,,
404,,,3.4,,h,,,,,,
404,,,3.66,,,,T 1 r 72 3.33,,,,
404,,,4,,,T 1 r 72 1,,,,,
404,,,4.2,,h,,,,,,
405,,,1,,h,T 1 l 72 1.33,,,,,
405,,,1.5,,,,,T 1 r 72 5.5,,,
405,,,1.8,,h,,,,,,
405,,,2.33,,,T 1 r 72 1.33,,,,,
405,,,2.6,,h,,,,,,
405,,,3,,,,T 1 l 72 3,,,,
405,,,3.4,,h,,,,,,
405,,,3.66,,,T 1 l 72 2.83,,,,,
405,,,4.2,,h,,,,,,
406,,,1,,h,,,,,,
406,,,1.8,,h,,,,,,
406,,,2,,,,T 1 r 72 3,,,,
406,,,2.5,,,T 1 r 72 1.5,,,,,
406,,,2.6,,h,,,,,,
406,,,3,,,,,T 1 l 72 5.5,,,
406,,,3.4,,h,,,,,,
406,,,4,,,T 1 l 72 2,,,,,
406,,,4.2,,h,,,,,,
407,,,1,,T 1 l 72 0.8,,T 1 r 72 3.66,,,,
407,,,1.8,,T 1 r 72 0.8,,,,,,
407,,,2,,,T 1 r 72 2.5,,,,,
407,,,2.6,,T 1 l 72 1.2,,,,,,
407,,,4,,T 1 r 72 1,,,,,,
407,,,4.5,,,T 1 l 72 2.5,,T 1 r 72 4.5,,,
407,,,4.66,,,,T 1 l 72 3.83,,,,
408,,,1,,T 1 l 72 1.33,,,,,,
408,,,2.33,,T 1 r 72 1.33,,,,,,
408,,,3,,,T 1 r 72 4.66,,,,,
408,,,3.66,,T 1 l 72 1.33,,,,,,
408,,,4.5,,,,T 1 r 72 4,,,,
409,,,1,,T 1 r 72 1.5,,,T 1 l 72 1,,,
409,,,2,,,,,T 1 r 72 1,,,
409,,,2.5,,T 1 l 72 1.5,,,,,,
409,,,3,,,,,T 1 l 72 1,,,
409,,,3.66,,,T 1 l 72 3.83,,,,,
409,,,4,,T 1 r 72 2,,,T 1 r 72 1,,,
409,,,4.5,,,,T 1 l 72 4.5,,,,
410,,,1,,,,,T 1 l 72 1.33,,,
410,,,2,,T 1 l 72 2,,,,,,
410,,,2.33,,,,,T 1 r 72 1.33,,,
410,,,3.66,,,,,T 1 l 72 1.33,,,
410,,,4,,T 1 r 72 3.66,T 1 r 72 3,,,,,
411,,,1,,,,T 1 r 72 1,T 1 r 72 1.5,,,
411,,,2,,,,T 1 l 72 1,,,,
411,,,2.5,,,,,T 1 l 72 1.5,,,
411,,,3,,,T 1 l 72 6,T 1 r 72 1,,,,
411,,,3.66,,T 1 l 72 3.33,,,,,,
411,,,4,,,,T 1 l 72 1,T 1 r 72 2,,,
412,,,1,,,,T 1 r 72 1.33,,,,
412,,,2,,,,,T 1 l 72 3,,,
412,,,2.33,,,,T 1 l 72 1.33,,,,
412,,,3,,T 1 r 72 4,,,,,,
412,,,3.66,,,,T 1 r 72 1.33,,,,
413,,,1,,,T 1 r 72 1,T 1 l 72 1.5,T 1 r 72 3,,,
413,,,2,,,T 1 l 72 1,,,,,
413,,,2.5,,,,T 1 r 72 1.5,,,,
413,,,3,,T 1 l 72 6,T 1 r 72 1,,,,,
413,,,4,,,T 1 l 72 1,T 1 l 72 2.5,T 1 l 72 3,,,
414,,,1,,,T 1 r 72 1.33,,,,,
414,,,2.33,,,T 1 l 72 1.33,,,,,
414,,,2.5,,,,T 1 r 72 2.5,,,,
414,,,3,,,,,T 1 r 72 4,,,
414,,,3.66,,,T 1 r 72 1.33,,,,,
415,,,1,,T 1 r 72 1,T 1 l 72 1.5,T 1 l 72 3,,,,
415,,,2,,T 1 l 72 1,,,,,,
415,,,2.5,,,T 1 r 72 1.5,,,,,
415,,,3,,T 1 r 72 1,,,T 1 l 72 6,,,
415,,,4,,T 1 l 72 1,T 1 l 72 2,T 1 r 72 4,,,,
416,,,1,,T 1 r 72 1.33,,,,,,
416,,,2,,,T 1 r 72 2.5,,,,,
416,,,2.33,,T 1 l 72 1.33,,,,,,
416,,,3.66,,T 1 r 72 1.33,,,,,,
416,,,4,,,,T 1 l 72 4,,,,
416,,,4.5,,,T 1 l 72 4,,,,,
417,,,1,,T 1 l 72 1.5,,,T 1 r 72 1,,,
417,,,2,,,,,T 1 l 72 1,,,
417,,,2.5,,T 1 r 72 1.5,,,,,,
417,,,3,,,,,T 1 r 72 1,,,
417,,,4,,T 1 l 72 2.5,,,T 1 l 72 1,,,
417,,,4.5,,,T 1 r 72 4.5,,,,,
418,,,1,,,,T 1 r 72 1,T 1 r 72 1.33,,,
418,,,2,,,,T 1 l 72 1,,,,
418,,,2.33,,,,,T 1 l 72 1.33,,,
418,,,2.5,,T 1 r 72 2.5,,,,,,
418,,,3,,,,T 1 r 72 1,,,,
418,,,3.66,,,,,T 1 r 72 1.33,,,
418,,,4,,,,T 1 l 72 1,,,,
419,,,1,,T 1 l 72 3,T 1 l 72 1,T 1 r 72 1.33,T 1 l 72 1.5,,,
419,,,2,,,T 1 r 72 1,,,,,
419,,,2.33,,,,T 1 l 72 1.33,,,,
419,,,2.5,,,,,T 1 r 72 1.5,,,
419,,,3,,,T 1 l 72 1,,,,,
419,,,3.66,,,,T 1 r 72 1.33,,,,
419,,,4,,T 1 r 72 1,T 1 r 72 1,,T 1 l 72 2,,,
420,,,1,,T 1 l 72 1,T 1 l 72 1.33,T 1 l 72 1.5,,,,
420,,,2,,T 1 r 72 1,,,T 1 r 72 2,,,
420,,,2.33,,,T 1 r 72 1.33,,,,,
420,,,2.5,,,,T 1 r 72 1.5,,,,
420,,,3,,T 1 l 72 1,,,,,,
420,,,3.66,,,T 1 l 72 1.33,,,,,
420,,,4,,T 1 r 72 1,,T 1 l 72 2,T 1 l 72 3,,,
421,,,1,,T 1 l 72 1.33,T 1 r 72 1.5,,,,,
421,,,2,,,,T 1 r 72 2,,,,
421,,,2.33,,T 1 r 72 1.33,,,,,,
421,,,2.5,,,T 1 l 72 1.5,,,,,
421,,,3,,,,,T 1 r 72 3,,,
421,,,3.66,,T 1 l 72 1.33,,,,,,
421,,,4,,,T 1 r 72 2,T 1 l 72 3,,,,
422,,,1,,T 1 r 72 1.5,,,,,,
422,,,2,,,T 1 l 72 2,,T 1 l 72 4,,,
422,,,2.5,,T 1 l 72 1.5,,,,,,
422,,,3,,,,T 1 l 72 3,,,,
422,,,4,,T 1 r 72 2,T 1 r 72 3,,,,,
423,,,1,,,,,,,,
423,,,2,,T 1 l 72 2,,T 1 l 72 4,T 1 r 72 5,,,
423,,,3,,,T 1 l 72 3,,,,,
423,,,4,,T 1 r 72 2.5,,,,,,
424,,,1,,,,,,,,
424,,,2,,,T 1 r 72 3,T 1 r 72 5,,,,
424,,,2.5,,T 1 l 72 2,,,,,,
424,,,3,,,,,T 1 l 72 6,,,
424,,,4.5,,T 1 r 72 2.5,,,,,,
425,,,1,,,T 1 l 72 3,,,,,
425,,,3,,T 1 l 72 2.5,,T 1 l 72 5,,,,
425,,,4,,,T 1 r 72 3,,,,,
426,,,1,,,,,T 1 r 72 8,,,
426,,,1.5,,T 1 r 72 3,,,,,,
426,,,3,,,T 1 l 72 4,,,,,
426,,,4,,,,T 1 r 72 5,,,,
426,,,4.5,,T 1 l 72 3,,,,,,
427,,,1,,,,,,,,
427,,,3,,,T 1 r 72 4,,,,,
427,,,3.5,,T 1 r 72 3,,,,,,
428,,,1,,,,T 1 l 72 8,T 1 l 72 8,,,
428,,,2.5,,T 1 l 72 3,,,,,,
428,,,3,,,T 1 l 72 6,,,,,
429,,,1.5,,T 1 r 72 3,,,,,,
429,,,4.5,,T 1 l 72 3.5,,,,,,
430,,,1,,,T 1 r 72 8,T 1 r 72 8,T 1 r 72 8,,,
430,,,4,,T 1 r 72 5,,,,,,
431,,,1,,,,,,,,
432,,,1,,T 1 l 72 8,T 1 l 72 8,T 1 l 72 8,T 1 l 72 8,,,
433,,,1,,,,,,,,
